taxon_id,taxon,categoria,estatus,countFilteredRegistro,id_registro,latitud,longitud,altitud,estado,municipio,localidad,precipitacion,temperatura,color_grano,hileras_mazorca,longitud_promedio
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,af331773871fc9f09e4f1a3bf3add926,25.8722222,-108.0736111,148,SINALOA,SINALOA,El Zapote,807.95,24.4183,['blanco'],10.8,16.84
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,91636d3ed4115024901d1428c47c1381,27.173,-108.8241667,469,SONORA,ALAMOS,Cochibampo,814.0085,22.8394,['blanco'],9.9,18.242
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,144859aa0591c3d2003bcd46987980b7,23.4544444,-105.8319444,1507,SINALOA,CONCORDIA,POTRERILLOS,1310.5332,18.6784,['blanco'],9.9,14.28
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,2cf5328f4941f26526a64b27dd36126b,28.613,-109.106,743,SONORA,SAHUARIPA,Huisamopa,796.7024,20.4945,"['blanco', 'amarillo claro']",9.8,19.305
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,986dc89b63fbdb32d937692e5f390c2f,26.3947222,-108.3833333,283,SINALOA,EL FUERTE,CHINOBAMPO,820.1998,23.9074,['blanco'],12.8,16.465
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,fafb034ec9197e2aa8c56f8d32a5a341,26.5902778,-108.4058333,263,SINALOA,CHOIX,Aguajito del Bajahui,802.8188,24.0374,['blanco'],11.7,17.965
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,a2e1318f4b743f9224a0103a575b161a,21.5078889,-104.4641114,1228,NAYARIT,DEL NAYAR,EL ROBLE,1020.746,21.1441,['blanco'],9.6,17.6
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,7a3357f09d3ed1b21e63da680b2037b1,26.8436111,-108.9119444,203,SONORA,ALAMOS,La Isleta,587.3921,23.6599,"['blanco', 'café']",10.75,15.0125
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,9d86c585b588ce686165c3199c642b66,26.3847222,-108.4838889,167,SINALOA,EL FUERTE,El reparito,751.0499,24.1014,['blanco'],12,17.555
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,2ff27071d1a051060a3b012de7485114,29.8236111,-110.2260833,615,SONORA,ACONCHI,Aconchi,532.6041,20.7393,['blanco'],12.3333333333333,17.15
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,329fb855f6e4335ca39e708fdd70e797,21.7484169,-104.3104706,1063,NAYARIT,LA YESCA,Mesa de Guanacaste,885.1017,22.599,"['amarillo claro', 'amarillo medio', 'amarillo naranja']",9.2,17.65
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,a80d547520b782c7d9e7fa8dc76e12b9,21.7484169,-104.3104706,1063,NAYARIT,LA YESCA,Mesa de Guanacaste,885.1017,22.599,['blanco'],9.3,16.855
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,cb8e4f425d440fc8d3a35faadc8f6b34,21.7484169,-104.3104706,1063,NAYARIT,LA YESCA,Mesa de Guanacaste,885.1017,22.599,['rojo'],9,16.11
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,a4f0ca4ae70b00aa7e9ac340b2572849,27.1476389,-108.804,467,SONORA,ALAMOS,Munihuasa,821.3135,22.8271,['blanco'],10.3,15.865
232603ANGIO,Zea mays subsp. mays raza Blando de Sonora,raza,aceptado,15,501ca6e581dcaf4017fa32cb6e39c676,20.9184444,-105.0309722,90,NAYARIT,BAHIA DE BANDERAS,Aguamilpa,1354.1182,25.5443,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,57cc340f9cb9ad9e1336d5fdcb326f33,20.7774997,-104.09417,1364,JALISCO,ETZATLAN,Izatlan,918.9225,20.0265,['blanco'],14,18.2
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,8858ece252203bb263dbd45b085c2585,15.8393889,-96.58,217,OAXACA,CANDELARIA LOXICHA,Los Horcones,1059.7062,25.2468,['blanco cremoso'],13.15,16.435
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,003ba6aaba2e5de482c57c2433713732,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,0991e2932481aab17600d471fdc2fea9,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'rojo']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,0f047b323473937320dcd776783ac8f5,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,1e4de2437222645c365358a2ae5034b9,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,247f830218793562d92c236f6c416b76,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,269d15f33a32b4e2d8b15a2cce684366,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,3065c0e9919ad01c25f2cc9082788bbd,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",11,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,315542e6f211120e6ff8829fc19fe6b3,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,33ff7b244b37088a4e9b61a7e69844c6,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,3dd4125c3af7883f368cb368de9d7bc9,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['amarillo claro', 'rojo']",10.5,16.25
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,419a2b082610608ad8d8a34d4502aa8e,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,43835e935ea99787ffbf2c6fd2b5d9a8,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,48b3dce6ae3d2c2f7f3ec2f74bce10e0,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,4c64758cddc76c141a110874bce556d3,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,53d4bfcdf3b687a02d1602834de92dae,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,56779b96afd42c88f76e89678198ed79,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,56e500cda1096ce97a2d25f2443ded48,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,58859a33d57a5c8b3c4a651c6a2d040b,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,596400b529bd48c0512724d513529444,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'rojo']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,5eb7a614ebfdcd57fc7caff83bcb4e09,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,60cdb4412024d9bb6bfdb6d11a0f2814,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan II (Mirador),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,670fa0c258883614d5c680b73a1abd25,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,7236ce46d31cfa14c04c02888ab355fd,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'rojo']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,74c4abe1aaa7cf8ed8e606ed23013f39,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,753ab538d9e675c67a3738dd98831c47,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,76d293e2cfc4418d1776f3ab5db4b02c,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'rojo', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,775572c2a99667a05af3f36f3ad76a6b,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,78cb9e1c57c812db115f9511b03feedd,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],11,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,8422b83e41385b01c4657ed3e7dbd0fc,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,8b7e45e4d4fa4bb21fbcb93e9f7aebc0,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,905ea57446db2e7d0d4fb0ecebdd9b2f,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,956b6e53e229a85e94501e032d95dc9c,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,9c1cac72a6da37e72fa850472fafe750,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,afb28a89d08cffeaaf9f04149c15249a,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'azul oscuro']",11,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,b1bc901ddc247cdeca5f334095a96f48,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'negro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,b78d3cbd694a9605a4f05e51dd72c3a0,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,c20569ae261e69822a86fe2ec2c1cdd3,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'rojo', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,c62e54b58bfdd430652407f8a888b8f7,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,cd0a7d1cc3419c9e0cf3361fc6ed2268,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'rojo']",no disponible,18.25
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,d615f6fc1b7d6c1c2b6913d4545114c7,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'azul oscuro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,eba4de632ca2ff83fb82f4bc786adccb,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['amarillo claro', 'amarillo naranja']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,f172556522926303985ad591ab8c132a,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,f4483c353949f7d29df9bbc271f1589c,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,"['blanco', 'amarillo claro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,fc15e6100bea1f2d42df37149ab78316,20.0811097,-97.50306,498,PUEBLA,CUETZALAN DEL PROGRESO,Reyeshogpan de Hidalgo (El Mirador Reyeshogpan),2334.6365,22.5344,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,18a1579250428eb02c6210cf546b77d1,16.2069397,-97.5294397,443,OAXACA,VILLA DE TUTUTEPEC,"Santa Cruz Tutotepec, al interior del Terreno Comunal Santa Cruz Tututepec",1334.2115,25.576,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,5f8f8a9a573221002c41a2a3b87a732d,16.2069397,-97.5294397,443,OAXACA,VILLA DE TUTUTEPEC,"Santa Cruz Tutotepec, al interior del Terreno Comunal Santa Cruz Tututepec",1334.2115,25.576,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,6d6a79e94633c5e6697c9c9504dd2740,16.2069397,-97.5294397,443,OAXACA,VILLA DE TUTUTEPEC,"Santa Cruz Tutotepec, al interior del Terreno Comunal Santa Cruz Tututepec",1334.2115,25.576,"['blanco', 'amarillo claro']",no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,bb09bdd4af106f9c70abbfea65d279b5,16.2069397,-97.5294397,443,OAXACA,VILLA DE TUTUTEPEC,"Santa Cruz Tutotepec, al interior del Terreno Comunal Santa Cruz Tututepec",1334.2115,25.576,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,1756a132a1777ece0e81c69d8b1467fb,15.8395278,-96.5811111,202,OAXACA,CANDELARIA LOXICHA,Los Horcones,1059.7062,25.2468,['blanco cremoso'],12.7,14.555
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,e437b579c4272a1e0d30306693fc363b,24.0408333,-98.3836111,58,TAMAULIPAS,ABASOLO,Ejido Abasolo,622.231,23.8662,['blanco'],12,17.7
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,23ca51778e831ac0ad8635bb1c5fc1d3,23.3117597,-99.4191,910,TAMAULIPAS,JAUMAVE,Ejido Padrón y Juárez,571.8434,20.4358,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,19e08c1a81e710eb559feb26ffb01449,18.3272222,-95.2979722,56,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRES TUXTLA,"La Redonda, carretera Tilapan-Río Tuxpan",1390.7246,25.0526,['blanco cremoso'],11,15.95
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,228cf31080ac8d10b2533ea33ea5b775,18.3272222,-95.2979722,56,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRES TUXTLA,"La Redonda, carretera Tilapan-Río Tuxpan",1390.7246,25.0526,['blanco cremoso'],11.4,17.34
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,4cb1157ad8f4a95e651fb8d211b53a4e,18.3272222,-95.2979722,56,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRES TUXTLA,"La Redonda, carretera Tilapan-Río Tuxpan",1390.7246,25.0526,['blanco cremoso'],12.8,18.1
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,bb2bca9fd449ba75b08b1d93a8f30239,17.0672197,-92.86083,1653,CHIAPAS,JITOTOL,Jitotol,1327.5922,17.4116,['blanco'],no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,e7dcb0d40437d9b4eed0654902c5b7ed,22.70213,-98.96223,83,TAMAULIPAS,EL MANTE,En el centro del Ejido Huastequillo,1004.9064,24.5577,['blanco'],13,15
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,b863d17479e8ab6684beae0b5615b1a4,20.191803,-97.3497544,82,PUEBLA,TENAMPULCO,Santa Lucia,1606.5885,24.2146,['blanco cremoso'],15.75,16.0375
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,93067ba3f462bb7e9930227364294aee,18.5763055,-98.5276388,1202,PUEBLA,TILAPA,Zolonquiapa,705.7411,22.3669,['blanco cremoso'],13.3333333333333,17.2833333333333
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,c99c5df049054c07fecff6a88c96068e,18.5763055,-98.5276388,1202,PUEBLA,TILAPA,Zolonquiapa,705.7411,22.3669,['blanco cremoso'],12.6666666666667,17.2333333333333
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,4f7d3abac6c39c17216884825132891b,20.8608333,-97.8827778,105,VERACRUZ DE IGNACIO DE LA LLAVE,ALAMO TEMAPACHE,Lomas de Vinazco,1224.6816,24.102,"['amarillo', 'amarillo naranja']",12.4,16
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,ca60ae9ba2c8db818965478694d91929,19.4155558,-88.0480575,7,QUINTANA ROO,FELIPE CARRILLO PUERTO,Uh May,1356.3474,25.4069,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,e92f183b2c2f8b3575f46270623cdd40,19.4155558,-88.0480575,7,QUINTANA ROO,FELIPE CARRILLO PUERTO,Uh May,1356.3474,25.4069,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,e9574106b5c593ecdb25ebf68c01b974,19.4155558,-88.0480575,7,QUINTANA ROO,FELIPE CARRILLO PUERTO,Uh May,1356.3474,25.4069,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,fbf0014aa519341c801fb8088080d9f6,19.4155558,-88.0480575,7,QUINTANA ROO,FELIPE CARRILLO PUERTO,Uh May,1356.3474,25.4069,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,3120742af51b811a048ccd4d1bafa730,20.003723,-97.6774977,920,PUEBLA,ZAPOTITLAN DE MENDEZ,Cerca de Nanacatlán,2414.9656,19.9743,['blanco cremoso'],10,16.1
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,4acdf6bb7f582edd18be70b506b5b2be,20.003723,-97.6774977,920,PUEBLA,ZAPOTITLAN DE MENDEZ,Cerca de Nanacatlán,2414.9656,19.9743,"['amarillo medio', 'amarillo naranja']",9.6,15.74
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,834ba902dc97d684659e8c4eb5065606,20.003723,-97.6774977,920,PUEBLA,ZAPOTITLAN DE MENDEZ,Cerca de Nanacatlán,2414.9656,19.9743,['blanco cremoso'],11.5,16.85
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,2980f179b980fc1c0158a88612574330,21.1475,-104.94611,687,NAYARIT,COMPOSTELA,MAZATAN,1284.8912,22.3734,"['blanco', 'amarillo claro']",12,18.7
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,91aa163b91dfcf5120808687c5a760e5,24.0745278,-98.9748333,162,TAMAULIPAS,PADILLA,Ejido Campoamor,605.9755,23.7335,['blanco'],10,14.5
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,928401de0e126252632907329e0be79a,19.3960552,-103.5775527,1295,COLIMA,CUAUHTEMOC,QUESERIA,977.2383,20.7577,['blanco cremoso'],11,23.65
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,29016742b8b361f9276e4dcd96585ae9,20.8536097,-87.66861,20,YUCATAN,CHEMAX,"X-can (Xcan), aledaño al Ejido Nuevo X-can",1248.4835,25.163,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,30ad1c89dd3e7665db05aa2c374ec128,20.8536097,-87.66861,20,YUCATAN,CHEMAX,"X-can (Xcan), aledaño al Ejido Nuevo X-can",1248.4835,25.163,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,dc3263b0fa339eaa48c04ca616fc9da3,20.8536097,-87.66861,20,YUCATAN,CHEMAX,"X-can (Xcan), aledaño al Ejido Nuevo X-can",1248.4835,25.163,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,fae28f4310e35c76010f351ba71562bf,20.8536097,-87.66861,20,YUCATAN,CHEMAX,"X-can (Xcan), aledaño al Ejido Nuevo X-can",1248.4835,25.163,no disponible,no disponible,no disponible
79238ANGIO,Zea mays subsp. mays raza Tuxpeño,raza,aceptado,4064,629f69bdcdfeea213d182d0629d102fa,20.1888275,-97.3504866,76,PUEBLA,TENAMPULCO,Santa Lucia,1624.6854,24.2039,['blanco cremoso'],13.75,17.9125
